training_block.thisN,key_resp_21.rt,prod_image2_location,key_resp_23.rt,key_resp_19.keys,alt_image2_location,key_resp_4.keys,textbox_5.text,pretraining_plus_test.thisN,session,pretraining_loop.ran,stem,participant,file,key_resp_22.keys,key_resp_9.keys,demo_info.thisTrialN,key_resp_3.rt,key_resp_31.rt,textbox_7.text,alt_image2_size,forced_choice_block.thisN,prod_resp.text,__participant,production_block.thisN,production_block.ran,comp_label2_location,consent_resp_5.keys,key_resp_22.rt,key_resp_31.keys,test_loop.thisRepN,comp_image_location,suffix,prod_label,consent_resp_3.keys,consent_resp_2.rt,consent_resp_6.keys,key_resp_9.rt,image1,production_block.thisTrialN,key_resp_4.rt,pretraining_loop.thisN,key_resp_16.keys,key_resp_10.rt,prod_image2,consent_resp_6.rt,psychopyVersion,training_block.thisTrialN,pretraining_loop.thisIndex,production_block.thisIndex,pretraining_plus_test.ran,test_loop.thisIndex,image_size,key_resp_18.keys,consent_resp_4.rt,key_resp_26.rt,pretraining_loop.thisRepN,label,key_resp_20.rt,filepath,pretraining_plus_test.thisIndex,key_resp_3.keys,key_resp_20.keys,test_loop.thisN,prod_image2_size,key_resp_19.rt,training_block.thisRepN,frameRate,prod_condition,label1,pretraining,image_location,demo_info.ran,key_resp_23.keys,production_block.thisRepN,alt_image2,key_resp_15.keys,key_resp_16.rt,demo_info.thisIndex,key_resp_27.keys,alt_image1_location,comp_label1_location,suffix1,key_resp_21.keys,textbox_10.text,__session,key_resp_17.rt,demo_info.thisRepN,key_resp_13.rt,experiment_start_resp.rt,key_resp_11.rt,pretraining_loop.thisTrialN,alt_image1_size,training_block.thisIndex,key_resp_26.keys,forced_choice_block.thisTrialN,key_resp_28.rt,key_resp_14.keys,key_resp_30.rt,key_resp_29.keys,__datetime,consent_resp_5.rt,comp_condition_suffix,OS,comp_condition_stem,__experimentName,key_resp_13.keys,consent_resp_2.keys,key_resp_15.rt,key_resp_14.rt,key_resp_30.keys,experiment_start_resp.keys,pretraining_plus_test.thisRepN,stem_filename,label2,key_resp_27.rt,training_block.ran,comp_image,date,textbox_6.text,textbox_9.text,key_resp_10.keys,key_resp_29.rt,condition,key_resp_28.keys,test_loop.ran,alt_image1,consent_resp_3.rt,demo_info.thisN,consent_resp.rt,forced_choice_block.ran,forced_choice_block.thisRepN,comp_image_size,consent_resp_4.keys,key_resp_5.keys,pretraining_plus_test.thisTrialN,expName,suffix2,key_resp_5.rt,test_loop.thisTrialN,key_resp_18.rt,consent_resp.keys,forced_choice_block.thisIndex,key_resp_11.keys,key_resp_17.keys,textbox.text,prod_image1
﻿,,,,,,,,,001,,,332893,,,,,,,,,,,332893,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,58.8235294117647,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h11.30.277,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h11.45.238,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,,,332893,,,,,,,,,,,332893,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,58.8235294117647,,,,,,,,,,,,,,,,,,001,,,1.188999999999993,,,,,,,,,,,,2024-03-04_11h11.30.277,,,MacIntel,,generalizability_mini,space,,,,,,,,,,,,2024-03-04_11h11.45.238,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,0,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,4,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,berko,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,0,,,,,2022.2.5,,1,,,,"['0.35', '0.35']",,,,0,berko,"[3.292,3.412,3.641,3.713,3.8999999999999995,5.356000000000001]",stems_all/2.PNG,,,"[""b"",""e"",""r"",""k"",""o"",""return""]",,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,0,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,berko,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,nako,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,1,,,,,2022.2.5,,3,,,,"['0.35', '0.35']",,,,0,nako,"[2.370000000000001,2.5220000000000002,2.6590000000000007,2.779,8.405000000000003]",stems_all/4.PNG,,,"[""n"",""a"",""k"",""o"",""return""]",,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,1,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,nako,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kora,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,2,,,,,2022.2.5,,2,,,,"['0.35', '0.35']",,,,0,kora,"[0.953000000000003,1.1900000000000048,1.318000000000005,1.6230000000000047,1.7380000000000067]",stems_all/3.PNG,,,"[""k"",""o"",""r"",""a"",""return""]",,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,2,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,kora,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bal,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,3,,,,,2022.2.5,,0,,,,"['0.35', '0.35']",,,,0,bal,"[1.7040000000000006,2.125,2.4780000000000015,2.573999999999998,2.6700000000000017,2.950000000000003]",stems_all/1.PNG,,,"[""c"",""backspace"",""b"",""a"",""l"",""return""]",,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,3,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,bal,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,3.2620000000000005,,,,,,,,001,,kora,837048,,return,,,,,,,,,837048,,,,,1.5409999999999968,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,2,"['0.35', '0.35']",,,,,kora,,stems_all/3.PNG,,,,0,,,,52.63157894736842,,,,,,,,,,,,,,,,return,"neko
",001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,1,,,,,,,,,,,generalizability_mini,,,0,,,,,,,
﻿,2.144999999999996,,,,,,,,001,,berko,837048,,,,,,,,,,,837048,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,1,"['0.35', '0.35']",,,,,berko,,stems_all/2.PNG,,,,1,,,,52.63157894736842,,,,,,,,,,,,,,,,return,"berko
",001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,1,,,,,,,,,,,generalizability_mini,,,1,,,,,,,
﻿,2.3629999999999995,,,,,,,,001,,bal,837048,,,,,,,,,,,837048,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,0,"['0.35', '0.35']",,,,,bal,,stems_all/1.PNG,,,,2,,,,52.63157894736842,,,,,,,,,,,,,,,,return,"chool
",001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,1,,,,,,,,,,,generalizability_mini,,,2,,,,,,,
﻿,1.617999999999995,,,,,,,,001,,nako,837048,,,,,,,,,,,837048,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,3,"['0.35', '0.35']",,,,,nako,,stems_all/4.PNG,,,,3,,,,52.63157894736842,,,,,,,,,,,,,,,,return,"bal
",001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,1,,,,,,,,,,,generalizability_mini,,,3,,,,,,,
﻿,,,0.8740000000000023,,,,,0,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,1,,,,,,,,,,0,,,,,,,52.63157894736842,,,,,,return,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,0,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,0,generalizability_mini,,,,,,,,,,
﻿0,,,,,,,,,001,,berko,837048,2_dim_sg.PNG,,,,,,berkonem,,,,837048,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,0,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,0,52.63157894736842,,,,"['0.2', '0.22']",,,,,,,,,,,,,,001,,,,,,,,1,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.5009999999999977,1.6140000000000043,1.820999999999998,1.9080000000000013,2.054000000000002,2.6540000000000035,2.7550000000000026,2.875,3.192999999999998]",,,,,,
﻿1,,,,,,,,,001,,kora,837048,3_dim_sg.PNG,,,,,,korashoon,,,,837048,,,,,,,,,shoon,,,,,,,,,,,,,,2022.2.5,1,,,,,"['0.20', '0.20']","[""k"",""o"",""r"",""a"",""s"",""h"",""o"",""o"",""n"",""return""]",,,,korashoon,,stems_all/3_dim_sg.PNG,,,,,,,0,52.63157894736842,,,,"['0.2', '0.22']",,,,,,,,,,,,,,001,,,,,,,,4,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.4309999999999974,2.5589999999999975,2.6030000000000015,2.860999999999997,3.036999999999999,3.1199999999999974,3.274000000000001,3.442999999999998,3.5519999999999996,3.8590000000000018]",,,,,,
﻿2,,,,,,,,,001,,berko,837048,2_dim_sg.PNG,,,,,,berkonem,,,,837048,,,,,,,,,nem,,,,,,,,,,,,,,2022.2.5,2,,,,,"['0.20', '0.20']","[""b"",""e"",""r"",""k"",""o"",""n"",""e"",""m"",""return""]",,,,berkonem,,stems_all/2_dim_sg.PNG,,,,,,,0,52.63157894736842,,,,"['0.2', '0.22']",,,,,,,,,,,,,,001,,,,,,,,2,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,2,,,1,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.456000000000003,2.5459999999999994,2.7550000000000026,2.811,2.929000000000002,3.061,3.1679999999999993,3.2590000000000003,3.5559999999999974]",,,,,,
﻿3,,,,,,,,,001,,bal,837048,1_2.PNG,,,,,,baldan,,,,837048,,,,,,,,,dan,,,,,,,,,,,,,,2022.2.5,3,,,,,"['0.35', '0.35']","[""b"",""a"",""l"",""d"",""a"",""n"",""return""]",,,,baldan,,stems_all/1_2.PNG,,,,,,,0,52.63157894736842,,,,"['-0.2', '-0.18']",,,,,,,,,,,,,,001,,,,,,,,0,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,1,,,1,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[2.450000000000003,2.5660000000000025,2.672000000000004,2.828000000000003,3.0530000000000044,3.149000000000001,3.4209999999999994]",,,,,,
﻿4,,,,,,,,,001,,kora,837048,3_2.PNG,,,,,,korasil,,,,837048,,,,,,,,,sil,,,,,,,,,,,,,,2022.2.5,4,,,,,"['0.35', '0.35']","[""k"",""o"",""r"",""a"",""s"",""i"",""l"",""return""]",,,,korasil,,stems_all/3_2.PNG,,,,,,,0,52.63157894736842,,,,"['-0.2', '-0.18']",,,,,,,,,,,,,,001,,,,,,,,3,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,3,,,1,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,"[1.8569999999999993,1.993000000000002,2.145000000000003,2.402000000000001,2.628,3.4840000000000018,3.6780000000000044,4.012999999999998]",,,,,,
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,return,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,6.4069999999999965,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,,,,,,,,,,return,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,3.980000000000004,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,"['0.2', '-0.18']",,,"['-0.2', '-0.18']",,,,001,,,837048,3_dim_pl.PNG,,,,,,,"['0.35', '0.35']",,"oranem
",837048,0,1,,,,,,,,kora,,,,,,0,,,,,stems_all/3_dim_pl.PNG,,2022.2.5,,,4,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,familiar,,,,,,0,stems_all/3_2.PNG,return,,,,"['0.2', '0.22']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,1.8529999999999944,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/3_dim_sg.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/3.PNG
﻿,,"['0.2', '-0.18']",,,"['-0.2', '-0.18']",,,,001,,,837048,13_dim_pl.PNG,,,,,,,"['0.35', '0.35']",,"pildan
",837048,1,1,,,,,,,,pil,,,,,,1,,,,,stems_all/13_dim_pl.PNG,,2022.2.5,,,5,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,novel,,,,,,0,stems_all/13_2.PNG,return,,,,"['0.2', '0.22']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,2.477000000000004,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/13_dim_sg.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/13.PNG
﻿,,"['0.2', '0.22']",,,"['-0.2', '-0.18']",,,,001,,,837048,1_dim_sg.PNG,,,,,,,"['0.35', '0.35']",,"balshoon
",837048,2,1,,,,,,,,bal,,,,,,2,,,,,stems_all/1_dim_sg.PNG,,2022.2.5,,,0,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,familiar,,,,,,0,stems_all/1_2.PNG,return,,,,"['0.2', '-0.18']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,2.7239999999999895,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/1_dim_pl.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/1.PNG
﻿,,"['0.2', '-0.18']",,,"['-0.2', '-0.18']",,,,001,,,837048,1_dim_pl.PNG,,,,,,,"['0.35', '0.35']",,"balnem
",837048,3,1,,,,,,,,bal,,,,,,3,,,,,stems_all/1_dim_pl.PNG,,2022.2.5,,,2,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,familiar,,,,,,0,stems_all/1_2.PNG,return,,,,"['0.2', '0.22']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,2.3470000000000084,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/1_dim_sg.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/1.PNG
﻿,,"['0.2', '-0.18']",,,"['-0.2', '-0.18']",,,,001,,,837048,2_dim_pl.PNG,,,,,,,"['0.35', '0.35']",,"berkoshoon
",837048,4,1,,,,,,,,berko,,,,,,4,,,,,stems_all/2_dim_pl.PNG,,2022.2.5,,,3,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,familiar,,,,,,0,stems_all/2_2.PNG,return,,,,"['0.2', '0.22']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,2.9000000000000057,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/2_dim_sg.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/2.PNG
﻿,,"['0.2', '0.22']",,,"['-0.2', '-0.18']",,,,001,,,837048,15_dim_sg.PNG,,,,,,,"['0.35', '0.35']",,"shindershoon
",837048,5,1,,,,,,,,shinder,,,,,,5,,,,,stems_all/15_dim_sg.PNG,,2022.2.5,,,1,,,,,,,,,,,,,,,"['0.20', '0.20']",,,52.63157894736842,novel,,,,,,0,stems_all/15_2.PNG,return,,,,"['0.2', '-0.18']",,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,2.25,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,stems_all/15_dim_pl.PNG,,,,,,,,,,generalizability_mini,,,,,,,,,,stems_all/15.PNG
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,1.9150000000000063,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,return,,
﻿,,,,return,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,2.084000000000003,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,"['0.2', '0.2']",,,,001,,kora,837048,,,,,,,,"['0.20', '0.20']",0,,837048,,,right,,,,,"['0.2', '-0.2']",,,,,,,stems_all/3.PNG,,,,right,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,koradan,,,,,,stems_all/3_dim_sg.PNG,,1.3629999999999995,,,"['-0.2', '-0.2']",left,dan,,,001,,,,,,,"['0.35', '0.35']",,,0,,,,,2024-03-04_11h16.08.754,,dim_pl,MacIntel,familiar,generalizability_mini,,,,,,,,,koranem,,,stems_all/3_dim_pl.PNG,2024-03-04_11h16.11.380,,,,,,,,stems_all/3_2.PNG,,,,1,0,"['0.20', '0.20']",,,,generalizability_mini,nem,,,,,2,,,,
﻿,,,,,"['0.2', '0.2']",,,,001,,lucko,837048,,,,,,,,"['0.20', '0.20']",1,,837048,,,left,,,,,"['0.2', '-0.2']",,,,,,,stems_all/17.PNG,,,,right,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,luckodan,,,,,,stems_all/17_dim_sg.PNG,,0.26899999999999125,,,"['-0.2', '-0.2']",right,dan,,,001,,,,,,,"['0.35', '0.35']",,,1,,,,,2024-03-04_11h16.08.754,,dim_pl,MacIntel,novel,generalizability_mini,,,,,,,,,luckonem,,,stems_all/17_dim_pl.PNG,2024-03-04_11h16.11.380,,,,,,,,stems_all/17_2.PNG,,,,1,0,"['0.20', '0.20']",,,,generalizability_mini,nem,,,,,4,,,,
﻿,,,,,"['0.2', '0.2']",,,,001,,bal,837048,,,,,,,,"['0.20', '0.20']",2,,837048,,,left,,,,,"['0.2', '-0.2']",,,,,,,stems_all/1.PNG,,,,right,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,baldan,,,,,,stems_all/1_dim_sg.PNG,,0.45999999999997954,,,"['-0.2', '-0.2']",right,dan,,,001,,,,,,,"['0.35', '0.35']",,,2,,,,,2024-03-04_11h16.08.754,,dim_pl,MacIntel,familiar,generalizability_mini,,,,,,,,,balnem,,,stems_all/1_dim_pl.PNG,2024-03-04_11h16.11.380,,,,,,,,stems_all/1_2.PNG,,,,1,0,"['0.20', '0.20']",,,,generalizability_mini,nem,,,,,0,,,,
﻿,,,,,"['0.2', '0.2']",,,,001,,berko,837048,,,,,,,,"['0.20', '0.20']",3,,837048,,,right,,,,,"['0.2', '-0.2']",,,,,,,stems_all/2.PNG,,,,right,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,berkonem,,,,,,stems_all/2_dim_sg.PNG,,0.40699999999998226,,,"['-0.2', '-0.2']",left,nem,,,001,,,,,,,"['0.35', '0.35']",,,3,,,,,2024-03-04_11h16.08.754,,dim_pl,MacIntel,familiar,generalizability_mini,,,,,,,,,berkodan,,,stems_all/2_dim_pl.PNG,2024-03-04_11h16.11.380,,,,,,,,stems_all/2_2.PNG,,,,1,0,"['0.20', '0.20']",,,,generalizability_mini,dan,,,,,1,,,,
﻿,,,,,"['0.2', '0.2']",,,,001,,bassi,837048,,,,,,,,"['0.20', '0.20']",4,,837048,,,left,,,,,"['0.2', '-0.2']",,,,,,,stems_all/16.PNG,,,,right,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,bassinem,,,,,,stems_all/16_dim_sg.PNG,,0.07899999999997931,,,"['-0.2', '-0.2']",right,nem,,,001,,,,,,,"['0.35', '0.35']",,,4,,,,,2024-03-04_11h16.08.754,,dim_pl,MacIntel,novel,generalizability_mini,,,,,,,,,bassidan,,,stems_all/16_dim_pl.PNG,2024-03-04_11h16.11.380,,,,,,,,stems_all/16_2.PNG,,,,1,0,"['0.20', '0.20']",,,,generalizability_mini,dan,,,,,3,,,,
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,,,837048,,,,,,,,,,,837048,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,52.63157894736842,,,,,,,,,,,,,,,,,,001,,,1.3759999999999764,,,,,,,,,,,,2024-03-04_11h16.08.754,,,MacIntel,,generalizability_mini,space,,,,,,,,,,,,2024-03-04_11h16.11.380,,,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,,,356830,,,,,,,,,,,356830,,,,,,,,,,,,,,,,,,,,,,,2022.2.5,,,,,,,,,,,,,,,,,,,,,120.00480019197373,,,0,,,,,,,,,,,,,,,001,,,,,,,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,,,,4,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,kora,356830,,,,,,,,,,,356830,,,,,,,,,,,,,,,,,,0,,,,,2022.2.5,,2,,,,"['0.35', '0.35']",,,,0,kora,"[2.499799999952316,2.702799999952319,2.810199999928475,2.8915000000000006,3.0920000000000023]",stems_all/3.PNG,,,"[""k"",""o"",""r"",""a"",""return""]",,,,,120.00480019197373,,,,,,,,,,,,,,,,,,001,,,,,,0,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,kora,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,bal,356830,,,,,,,,,,,356830,,,,,,,,,,,,,,,,,,1,,,,,2022.2.5,,0,,,,"['0.35', '0.35']",,,,0,bal,"[2.481799999952319,2.5676000000238446,2.6885000000000012,3.2560000000000002]",stems_all/1.PNG,,,"[""b"",""a"",""l"",""return""]",,,,,120.00480019197373,,,,,,,,,,,,,,,,,,001,,,,,,1,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,bal,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,berko,356830,,,,,,,,,,,356830,,,,,,,,,,,,,,,,,,2,,,,,2022.2.5,,1,,,,"['0.35', '0.35']",,,,0,berko,"[2.393399999976161,2.5287999999523194,2.620699999928476,2.8911999999284745,2.964199999928475,3.370600000023842,3.457299999952319,3.7373999999761622,3.8857999999523187,4.3058999999761625]",stems_all/2.PNG,,,"[""b"",""e"",""r"",""d"",""k"",""backspace"",""backspace"",""k"",""o"",""return""]",,,,,120.00480019197373,,,,,,,,,,,,,,,,,,001,,,,,,2,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,berko,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,,,,,,,,,001,1,nako,356830,,,,,,,,,,,356830,,,,,,,,,,,,,,,,,,3,,,,,2022.2.5,,3,,,,"['0.35', '0.35']",,,,0,nako,"[2.505900000095366,2.5731000000238424,2.6884999999999977,2.878200000047684,3.126400000095366]",stems_all/4.PNG,,,"[""n"",""a"",""k"",""o"",""return""]",,,,,120.00480019197373,,,,,,,,,,,,,,,,,,001,,,,,,3,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,nako,,,,,,,,,,,,,,,,generalizability_mini,,,,,,,,,,
﻿,4.913699999928475,,,,,,,,001,,bal,356830,,return,,,,,,,,,356830,,,,,1.751600000023842,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,0,"['0.35', '0.35']",,,,,bal,,stems_all/1.PNG,,,,0,,,,120.00480019197373,,,,,,,,,,,,,,,,return,kora,001,,,,,,,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,,,,,,1,,,,,,,,,,,generalizability_mini,,,0,,,,,,,
﻿,8.849100000023839,,,,,,,,001,,nako,356830,,,,,,,,,,,356830,,,,,,,0,,,,,,,,,,,,,,,,2022.2.5,,,,,3,"['0.35', '0.35']",,,,,nako,,stems_all/4.PNG,,,,1,,,,120.00480019197373,,,,,,,,,,,,,,,,return,nako,001,,,,,,,,,,,,,,,2024-03-06_18h46.07.778,,,MacIntel,,generalizability_mini,,,,,,,,,,,,,2024-03-06_18h46.28.456,,,,,,,1,,,,,,,,,,,generalizability_mini,,,1,,,,,,,
