participant,condition,pretraining,age,native_lang,other_langs,prod_stem,prod_suffix,prod_condition,prod_resp
312849,5,1,31 ,English,French: learned at school but don't use it very often. Chinese: Learned through the internet and language apps and use or practice it very often. ,shinti,dim_pl,novel,shinti
939219,5,0,55 ,English,N/A,shinder,dim_pl,novel,shindershoon
939219,5,0,55 ,English,N/A,kora,dim_pl,familiar,koranem
939219,5,0,55 ,English,N/A,pil,dim_pl,novel,pilshoon
939219,5,0,55 ,English,N/A,shinti,dim_pl,novel,shintishoon
939219,5,0,55 ,English,N/A,bal,dim_pl,familiar,baldan
939219,5,0,55 ,English,N/A,berko,dim_pl,familiar,berkodan
074739,6,1,39,English,NA,shinti,dim_pl,novel,shinti
074739,6,1,39,English,NA,pil,dim_pl,novel,pil
074739,6,1,39,English,NA,shinder,dim_pl,novel,shinder
074739,6,1,39,English,NA,bal,dim_pl,familiar,bal
074739,6,1,39,English,NA,kora,dim_pl,familiar,kora
074739,6,1,39,English,NA,berko,dim_pl,familiar,bberko
566041,6,0,42,English,NA,shinder,dim_pl,novel,shinder
566041,6,0,42,English,NA,shinti,dim_pl,novel,shinti
566041,6,0,42,English,NA,pil,dim_pl,novel,pil
566041,6,0,42,English,NA,kora,dim_pl,familiar,kora
566041,6,0,42,English,NA,berko,dim_pl,familiar,b
170833,2,0,51,English,NA,shinti,dim_pl,novel,shindan
170833,2,0,51,English,NA,shinder,dim_pl,novel,shindan
170833,2,0,51,English,NA,pil,dim_pl,novel,pildan
170833,2,0,51,English,NA,bal,dim_pl,familiar,baldan
170833,2,0,51,English,NA,kora,dim_pl,familiar,koradan
170833,2,0,51,English,NA,berko,dim_pl,familiar,berkodan
140071,1,0,28,english,NA,shinder,dim_pl,novel,shinder
140071,1,0,28,english,NA,kora,dim_pl,familiar,korasol
140071,1,0,28,english,NA,bal,dim_pl,familiar,balsil
140071,1,0,28,english,NA,shinti,dim_pl,novel,sinf
140071,1,0,28,english,NA,berko,dim_pl,familiar,berkodon
140071,1,0,28,english,NA,pil,dim_pl,novel,pilosil
381195,2,0,50,English,spanish,berko,dim_pl,familiar,berko
381195,2,0,50,English,spanish,shinder,dim_pl,novel,shindernem
381195,2,0,50,English,spanish,pil,dim_pl,novel,pilnem
381195,2,0,50,English,spanish,bal,dim_pl,familiar,baldan
381195,2,0,50,English,spanish,shinti,dim_pl,novel,tshintisil
381195,2,0,50,English,spanish,kora,dim_pl,familiar,koranem
183597,1,1,39,english,high school level spanish,berko,dim_pl,familiar,berkodan
183597,1,1,39,english,high school level spanish,bal,dim_pl,familiar,balden
183597,1,1,39,english,high school level spanish,shinder,dim_pl,novel,shinderdan
183597,1,1,39,english,high school level spanish,kora,dim_pl,familiar,koradan
183597,1,1,39,english,high school level spanish,pil,dim_pl,novel,pildan
183597,1,1,39,english,high school level spanish,shinti,dim_pl,novel,shintidan
259077,3,0,57,English,None,bal,dim_pl,familiar,bal
259077,3,0,57,English,None,kora,dim_pl,familiar,korasil
259077,3,0,57,English,None,shinti,dim_pl,novel,shitimi
259077,3,0,57,English,None,pil,dim_pl,novel,N/A
259077,3,0,57,English,None,shinder,dim_pl,novel,shindera
259077,3,0,57,English,None,berko,dim_pl,familiar,berkodan
249671,1,1,38,English,NA,bal,dim_pl,familiar,balshoon
249671,1,1,38,English,NA,shinti,dim_pl,novel,shintinem
249671,1,1,38,English,NA,pil,dim_pl,novel,pildan
249671,1,1,38,English,NA,berko,dim_pl,familiar,berkonem
249671,1,1,38,English,NA,shinder,dim_pl,novel,shindesil
249671,1,1,38,English,NA,kora,dim_pl,familiar,korasil
001703,5,0,57 ,English,NA,shinder,dim_pl,novel,shinder
001703,5,0,57 ,English,NA,kora,dim_pl,familiar,korasil
001703,5,0,57 ,English,NA,shinti,dim_pl,novel,shintisil
001703,5,0,57 ,English,NA,berko,dim_pl,familiar,berkosil
001703,5,0,57 ,English,NA,pil,dim_pl,novel,pildan
001703,5,0,57 ,English,NA,bal,dim_pl,familiar,balsil
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",shinti,dim_pl,novel,shinti
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",kora,dim_pl,familiar,kora
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",pil,dim_pl,novel,pilem
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",berko,dim_pl,familiar,erko
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",shinder,dim_pl,novel,shinder
613576,1,0,44,English,"Bangla, I learned this when I traveled to India.",bal,dim_pl,familiar,balsil
891099,3,1,53,English,NA,pil,dim_pl,novel,pilsil
891099,3,1,53,English,NA,bal,dim_pl,familiar,balshoon
891099,3,1,53,English,NA,kora,dim_pl,familiar,korashoon
891099,3,1,53,English,NA,shinder,dim_pl,novel,shinderoom
891099,3,1,53,English,NA,shinti,dim_pl,novel,shintisil
891099,3,1,53,English,NA,berko,dim_pl,familiar,berkoshoon
864839,1,1,34,English,None.,bal,dim_pl,familiar,balshoon
864839,1,1,34,English,None.,shinder,dim_pl,novel,shindershoon
864839,1,1,34,English,None.,kora,dim_pl,familiar,korashoon
864839,1,1,34,English,None.,pil,dim_pl,novel,pilshoon
864839,1,1,34,English,None.,berko,dim_pl,familiar,berokoshoon
864839,1,1,34,English,None.,shinti,dim_pl,novel,shintishoon
414968,5,0,40,English,NA,shinder,dim_pl,novel,shindersil
414968,5,0,40,English,NA,kora,dim_pl,familiar,korasil
414968,5,0,40,English,NA,shinti,dim_pl,novel,shintisil
414968,5,0,40,English,NA,bal,dim_pl,familiar,balsil
414968,5,0,40,English,NA,pil,dim_pl,novel,pilsil
414968,5,0,40,English,NA,berko,dim_pl,familiar,berkosil
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",bal,dim_pl,familiar,baldan
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",berko,dim_pl,familiar,berkosil
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",shinder,dim_pl,novel,shindersil
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",pil,dim_pl,novel,pilshoom
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",kora,dim_pl,familiar,korashoon
018012,6,0,36,English,"Very basic tourist-level Japanese, learned as a child from family, not used very often in adulthood",shinti,dim_pl,novel,shintisil
084832,4,0,36,English,NA,pil,dim_pl,novel,pilosheen
084832,4,0,36,English,NA,kora,dim_pl,familiar,korasheen
084832,4,0,36,English,NA,shinti,dim_pl,novel,shintiem
084832,4,0,36,English,NA,bal,dim_pl,familiar,balsem
084832,4,0,36,English,NA,shinder,dim_pl,novel,shinderem
084832,4,0,36,English,NA,berko,dim_pl,familiar,berkoem
745868,2,1,54,English,NA,bal,dim_pl,familiar,balshoon
745868,2,1,54,English,NA,shinti,dim_pl,novel,shintinem
745868,2,1,54,English,NA,berko,dim_pl,familiar,berkonem
745868,2,1,54,English,NA,kora,dim_pl,familiar,korashoon
745868,2,1,54,English,NA,shinder,dim_pl,novel,shindershoon
745868,2,1,54,English,NA,pil,dim_pl,novel,pilshoon
502111,3,0,29,english,n/a,shinti,dim_pl,novel,shinti
502111,3,0,29,english,n/a,bal,dim_pl,familiar,bal
502111,3,0,29,english,n/a,berko,dim_pl,familiar,rred
502111,3,0,29,english,n/a,pil,dim_pl,novel,pil
502111,3,0,29,english,n/a,shinder,dim_pl,novel,shider
502111,3,0,29,english,n/a,kora,dim_pl,familiar,kora
286650,1,0,32,English,"Spanish (school, regularly at work)",bal,dim_pl,familiar,balidan
286650,1,0,32,English,"Spanish (school, regularly at work)",berko,dim_pl,familiar,berkoshoon
286650,1,0,32,English,"Spanish (school, regularly at work)",pil,dim_pl,novel,pilidan
286650,1,0,32,English,"Spanish (school, regularly at work)",shinti,dim_pl,novel,shintidan
286650,1,0,32,English,"Spanish (school, regularly at work)",kora,dim_pl,familiar,koradan
286650,1,0,32,English,"Spanish (school, regularly at work)",shinder,dim_pl,novel,shinderdan
453336,3,0,42,ENGLISH,NA,shinti,dim_pl,novel,shinti
453336,3,0,42,ENGLISH,NA,kora,dim_pl,familiar,koranem
453336,3,0,42,ENGLISH,NA,berko,dim_pl,familiar,berkosil
453336,3,0,42,ENGLISH,NA,pil,dim_pl,novel,pil
453336,3,0,42,ENGLISH,NA,bal,dim_pl,familiar,balden
453336,3,0,42,ENGLISH,NA,shinder,dim_pl,novel,shinder
013251,2,0,27,English,N/A,berko,dim_pl,familiar,berkosil
013251,2,0,27,English,N/A,kora,dim_pl,familiar,korasil
013251,2,0,27,English,N/A,bal,dim_pl,familiar,baldan
013251,2,0,27,English,N/A,shinti,dim_pl,novel,shintidan
013251,2,0,27,English,N/A,pil,dim_pl,novel,pildan
013251,2,0,27,English,N/A,shinder,dim_pl,novel,shinderdan
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",bal,dim_pl,familiar,balnem
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",kora,dim_pl,familiar,korashoon
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",pil,dim_pl,novel,pilshoon
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",shinti,dim_pl,novel,hintishoon
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",berko,dim_pl,familiar,berkoshoon
490785,1,1,22,English,"Spanish, learned in middle and high school, sometimes ; Japanese, learned in college, rarely",shinder,dim_pl,novel,shindershoon
308192,4,0,38,English,None,pil,dim_pl,novel,pil
308192,4,0,38,English,None,bal,dim_pl,familiar,balsil
308192,4,0,38,English,None,berko,dim_pl,familiar,berkodan
308192,4,0,38,English,None,kora,dim_pl,familiar,korasil
308192,4,0,38,English,None,shinti,dim_pl,novel,shintidan
308192,4,0,38,English,None,shinder,dim_pl,novel,shinderdan
147014,4,1,59,English,N/A,pil,dim_pl,novel,pildan
147014,4,1,59,English,N/A,kora,dim_pl,familiar,koradan
147014,4,1,59,English,N/A,bal,dim_pl,familiar,balsil
147014,4,1,59,English,N/A,shinti,dim_pl,novel,shintidan
147014,4,1,59,English,N/A,berko,dim_pl,familiar,berkodan
147014,4,1,59,English,N/A,shinder,dim_pl,novel,shinderdan
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",berko,dim_pl,familiar,berkodan
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",pil,dim_pl,novel,pildan
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",kora,dim_pl,familiar,koradan
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",shinder,dim_pl,novel,shindernem
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",shinti,dim_pl,novel,shintinem
853917,3,1,23,English,"Spanish, learned while living in Madrid, no longer use it very often other than watching shows in Spanish.",bal,dim_pl,familiar,baldan
436294,6,1,42,Tatar,"English, Russian, Turkish",shinti,dim_pl,novel,shintisil
436294,6,1,42,Tatar,"English, Russian, Turkish",pil,dim_pl,novel,pilnemsil
436294,6,1,42,Tatar,"English, Russian, Turkish",bal,dim_pl,familiar,balnemdan
436294,6,1,42,Tatar,"English, Russian, Turkish",kora,dim_pl,familiar,koranemdan
436294,6,1,42,Tatar,"English, Russian, Turkish",berko,dim_pl,familiar,berkonemsil
436294,6,1,42,Tatar,"English, Russian, Turkish",shinder,dim_pl,novel,shindernemsil
785148,1,1,35,english,none,bal,dim_pl,familiar,balnemdan
785148,1,1,35,english,none,shinder,dim_pl,novel,shindershoonsil
785148,1,1,35,english,none,shinti,dim_pl,novel,shintishoonsil
785148,1,1,35,english,none,pil,dim_pl,novel,pilsilshoon
785148,1,1,35,english,none,kora,dim_pl,familiar,korashoondan
785148,1,1,35,english,none,berko,dim_pl,familiar,berkosilshoon
460143,5,1,21,English,N/A,shinti,dim_pl,novel,shintisil
460143,5,1,21,English,N/A,kora,dim_pl,familiar,koradan
460143,5,1,21,English,N/A,pil,dim_pl,novel,pilsil
460143,5,1,21,English,N/A,berko,dim_pl,familiar,berkosil
460143,5,1,21,English,N/A,shinder,dim_pl,novel,shindersil
460143,5,1,21,English,N/A,bal,dim_pl,familiar,balsil
662261,1,1,55,English,N/A,kora,dim_pl,familiar,koranem
662261,1,1,55,English,N/A,berko,dim_pl,familiar,berkoshoon
662261,1,1,55,English,N/A,pil,dim_pl,novel,piloshoon
662261,1,1,55,English,N/A,bal,dim_pl,familiar,balshoon
662261,1,1,55,English,N/A,shinti,dim_pl,novel,shintishoon
662261,1,1,55,English,N/A,shinder,dim_pl,novel,shinderoon
535893,6,0,46 ,English,N/A,shinder,dim_pl,novel,shinder
535893,6,0,46 ,English,N/A,bal,dim_pl,familiar,bal
535893,6,0,46 ,English,N/A,kora,dim_pl,familiar,korasil
535893,6,0,46 ,English,N/A,shinti,dim_pl,novel,shinti
535893,6,0,46 ,English,N/A,berko,dim_pl,familiar,berkosil
535893,6,0,46 ,English,N/A,pil,dim_pl,novel,pilsan
376216,1,0,29,English,none,bal,dim_pl,familiar,balnem
376216,1,0,29,English,none,berko,dim_pl,familiar,berkoshoon
376216,1,0,29,English,none,shinder,dim_pl,novel,shindershoon
376216,1,0,29,English,none,kora,dim_pl,familiar,koradan
376216,1,0,29,English,none,shinti,dim_pl,novel,shintishoon
376216,1,0,29,English,none,pil,dim_pl,novel,pilshoon
020421,1,0,41,English,none,pil,dim_pl,novel,pil
020421,1,0,41,English,none,bal,dim_pl,familiar,bal
020421,1,0,41,English,none,kora,dim_pl,familiar,kora
020421,1,0,41,English,none,shinti,dim_pl,novel,shinit
020421,1,0,41,English,none,shinder,dim_pl,novel,shinder
020421,1,0,41,English,none,berko,dim_pl,familiar,berko
611437,3,1,50,English,NA,shinder,dim_pl,novel,shinderdan
611437,3,1,50,English,NA,berko,dim_pl,familiar,berkosil
611437,3,1,50,English,NA,kora,dim_pl,familiar,korashoon
611437,3,1,50,English,NA,pil,dim_pl,novel,pilsil
611437,3,1,50,English,NA,bal,dim_pl,familiar,balsil
611437,3,1,50,English,NA,shinti,dim_pl,novel,shintishoon
676564,2,0,39,English,NA,kora,dim_pl,familiar,korasil
676564,2,0,39,English,NA,berko,dim_pl,familiar,berkosil
676564,2,0,39,English,NA,pil,dim_pl,novel,pilsil
676564,2,0,39,English,NA,bal,dim_pl,familiar,balsil
676564,2,0,39,English,NA,shinti,dim_pl,novel,shintisil
676564,2,0,39,English,NA,shinder,dim_pl,novel,shindersil
057224,6,1,29,English,Spanish and we used it semi-often,bal,dim_pl,familiar,balshoon
057224,6,1,29,English,Spanish and we used it semi-often,berko,dim_pl,familiar,berkosil
057224,6,1,29,English,Spanish and we used it semi-often,pil,dim_pl,novel,pildan
057224,6,1,29,English,Spanish and we used it semi-often,kora,dim_pl,familiar,korasil
057224,6,1,29,English,Spanish and we used it semi-often,shinti,dim_pl,novel,shintinem
499106,3,0,46,English,NA,shinder,dim_pl,novel,shinder
499106,3,0,46,English,NA,pil,dim_pl,novel,pil
499106,3,0,46,English,NA,berko,dim_pl,familiar,berkoshoon
499106,3,0,46,English,NA,shinti,dim_pl,novel,shinti
499106,3,0,46,English,NA,kora,dim_pl,familiar,korashoon
499106,3,0,46,English,NA,bal,dim_pl,familiar,balsil
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",shinti,dim_pl,novel,shinti
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",pil,dim_pl,novel,pil
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",berko,dim_pl,familiar,berko
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",bal,dim_pl,familiar,bal
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",kora,dim_pl,familiar,kora
549581,2,0,32,English,"French, college, I use it in everyday conversation with friends of mine who are French and a couple friends who are avid speakers of French as well.",shinder,dim_pl,novel,shinder
312596,6,0,43,English,NA,bal,dim_pl,familiar,baldan
312596,6,0,43,English,NA,shinti,dim_pl,novel,shintan
312596,6,0,43,English,NA,kora,dim_pl,familiar,kordan
312596,6,0,43,English,NA,berko,dim_pl,familiar,berkodan
312596,6,0,43,English,NA,shinder,dim_pl,novel,shindasil
312596,6,0,43,English,NA,pil,dim_pl,novel,pildan
651141,2,0,40,English,sign language,bal,dim_pl,familiar,balsil
651141,2,0,40,English,sign language,kora,dim_pl,familiar,korasil
651141,2,0,40,English,sign language,shinder,dim_pl,novel,shindersil
651141,2,0,40,English,sign language,pil,dim_pl,novel,pilsil
651141,2,0,40,English,sign language,shinti,dim_pl,novel,shintisil
651141,2,0,40,English,sign language,berko,dim_pl,familiar,berkoshoon
024884,1,1,31,English,NA,shinti,dim_pl,novel,shintidan
024884,1,1,31,English,NA,pil,dim_pl,novel,pildan
024884,1,1,31,English,NA,bal,dim_pl,familiar,baldan
024884,1,1,31,English,NA,berko,dim_pl,familiar,berkosil
024884,1,1,31,English,NA,shinder,dim_pl,novel,shindershil
024884,1,1,31,English,NA,kora,dim_pl,familiar,korasil
558055,4,0,29,English,n/a,kora,dim_pl,familiar,kora
558055,4,0,29,English,n/a,shinder,dim_pl,novel,shinder
558055,4,0,29,English,n/a,berko,dim_pl,familiar,berko
558055,4,0,29,English,n/a,shinti,dim_pl,novel,shinti
558055,4,0,29,English,n/a,bal,dim_pl,familiar,bal
558055,4,0,29,English,n/a,pil,dim_pl,novel,pil
581600,1,0,36,English,None,shinder,dim_pl,novel,shindan
581600,1,0,36,English,None,bal,dim_pl,familiar,balsil
581600,1,0,36,English,None,shinti,dim_pl,novel,shintisil
581600,1,0,36,English,None,pil,dim_pl,novel,pilsil
581600,1,0,36,English,None,kora,dim_pl,familiar,koradam
581600,1,0,36,English,None,berko,dim_pl,familiar,berkosil
299401,6,1,45 ,english,NA,shinder,dim_pl,novel,shindersil
299401,6,1,45 ,english,NA,shinti,dim_pl,novel,shintisil
299401,6,1,45 ,english,NA,bal,dim_pl,familiar,balsil
299401,6,1,45 ,english,NA,kora,dim_pl,familiar,korasil
299401,6,1,45 ,english,NA,berko,dim_pl,familiar,berkosil
299401,6,1,45 ,english,NA,pil,dim_pl,novel,pilsil
287014,1,1,21,english,none,shinder,dim_pl,novel,shinder
287014,1,1,21,english,none,berko,dim_pl,familiar,berkosil
287014,1,1,21,english,none,shinti,dim_pl,novel,shintidan
287014,1,1,21,english,none,bal,dim_pl,familiar,baldan
287014,1,1,21,english,none,kora,dim_pl,familiar,korasil
287014,1,1,21,english,none,pil,dim_pl,novel,pildan
424806,5,0,24,english,russian (college-infrequently),berko,dim_pl,familiar,berkosil
424806,5,0,24,english,russian (college-infrequently),kora,dim_pl,familiar,korasil
424806,5,0,24,english,russian (college-infrequently),bal,dim_pl,familiar,baldan
424806,5,0,24,english,russian (college-infrequently),pil,dim_pl,novel,pildan
424806,5,0,24,english,russian (college-infrequently),shinder,dim_pl,novel,shinderdan
424806,5,0,24,english,russian (college-infrequently),shinti,dim_pl,novel,shintidan
315783,5,1,28,ENGLISH,N/a,shinder,dim_pl,novel,shindersil
315783,5,1,28,ENGLISH,N/a,shinti,dim_pl,novel,shintisil
315783,5,1,28,ENGLISH,N/a,bal,dim_pl,familiar,balsil
315783,5,1,28,ENGLISH,N/a,berko,dim_pl,familiar,berkosil
315783,5,1,28,ENGLISH,N/a,pil,dim_pl,novel,pilsil
315783,5,1,28,ENGLISH,N/a,kora,dim_pl,familiar,korasil
859657,2,0,43,English,NA,berko,dim_pl,familiar,berkodan
859657,2,0,43,English,NA,kora,dim_pl,familiar,koradan
859657,2,0,43,English,NA,pil,dim_pl,novel,piloshoon
859657,2,0,43,English,NA,shinder,dim_pl,novel,shindrsil
859657,2,0,43,English,NA,bal,dim_pl,familiar,balshoon
859657,2,0,43,English,NA,shinti,dim_pl,novel,shintisil
013066,3,0,38,English,NA,shinder,dim_pl,novel,shinder
013066,3,0,38,English,NA,bal,dim_pl,familiar,balshoon
013066,3,0,38,English,NA,pil,dim_pl,novel,pildan
013066,3,0,38,English,NA,kora,dim_pl,familiar,koradan
013066,3,0,38,English,NA,berko,dim_pl,familiar,berkosil
952562,2,0,33,English,Spanish,shinder,dim_pl,novel,shider
952562,2,0,33,English,Spanish,pil,dim_pl,novel,pil
952562,2,0,33,English,Spanish,berko,dim_pl,familiar,berko
952562,2,0,33,English,Spanish,kora,dim_pl,familiar,korashoon
952562,2,0,33,English,Spanish,bal,dim_pl,familiar,bal
952562,2,0,33,English,Spanish,shinti,dim_pl,novel,shili
824602,5,1,30 ,English,English from where I was born,shinder,dim_pl,novel,shinder
824602,5,1,30 ,English,English from where I was born,kora,dim_pl,familiar,kora
824602,5,1,30 ,English,English from where I was born,pil,dim_pl,novel,pil
824602,5,1,30 ,English,English from where I was born,bal,dim_pl,familiar,bal
824602,5,1,30 ,English,English from where I was born,berko,dim_pl,familiar,berko
824602,5,1,30 ,English,English from where I was born,shinti,dim_pl,novel,shinti
876744,1,0,28 ,english,none,shinder,dim_pl,novel,shinder
876744,1,0,28 ,english,none,pil,dim_pl,novel,pil
876744,1,0,28 ,english,none,bal,dim_pl,familiar,bal
876744,1,0,28 ,english,none,berko,dim_pl,familiar,berko
876744,1,0,28 ,english,none,kora,dim_pl,familiar,kora
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",pil,dim_pl,novel,pildan
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",shinti,dim_pl,novel,shintisil
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",shinder,dim_pl,novel,shinderdan
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",bal,dim_pl,familiar,baldan
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",kora,dim_pl,familiar,koradan
746442,6,1,28,english,"spanish, spoken/learned at school and with one family member",berko,dim_pl,familiar,berkodan
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,shinti,dim_pl,novel,shintinem
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,pil,dim_pl,novel,pilsil
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,shinder,dim_pl,novel,pindernem
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,berko,dim_pl,familiar,berkonem
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,bal,dim_pl,familiar,balshoon
542370,6,1,54,English,a little Spanish learned in high school and college. Rarely used nowadays.,kora,dim_pl,familiar,koranem
030454,6,0,36,English,NA,bal,dim_pl,familiar,balmen
030454,6,0,36,English,NA,shinti,dim_pl,novel,shinti
030454,6,0,36,English,NA,kora,dim_pl,familiar,kora
030454,6,0,36,English,NA,berko,dim_pl,familiar,berko
030454,6,0,36,English,NA,pil,dim_pl,novel,pil
030454,6,0,36,English,NA,shinder,dim_pl,novel,shinter
101546,3,1,24,English,NIL,berko,dim_pl,familiar,berkodan
101546,3,1,24,English,NIL,kora,dim_pl,familiar,korasil
101546,3,1,24,English,NIL,shinder,dim_pl,novel,shindersil
101546,3,1,24,English,NIL,bal,dim_pl,familiar,balsil
101546,3,1,24,English,NIL,pil,dim_pl,novel,pildan
